مومیایی	m oː m i j ɑː j iː
غریب	ɢ a ɾ iː b
پور	p u ɾ
خواهش	x ɑː h e ʃ
خزان	x a z ɑː n
حافظ	h ɑː f e z
تک	t a k
حج	h a d d͡ʒ
مفتی	m o f t iː
بزرگ‌امید	b o z o ɾ ɡ ʔ o m iː d
ژوژ	ʒ oː ʒ
ایرانیان	iː ɾ ɑː n i j ɑː n
گا	ɡ ɑː
برنز	b o ɾ o n z
مالی	m ɑː l iː
بز	b o z
زیر	z e ɾ
مهارت	m a h ɑː ɾ a t
تو	t o
خشم	x i ʃ m
سوداگر	s a v d ɑː ɡ a ɾ
گذراندن	ɡ o z a ɾ ɑː n d a n
خشونت	x o ʃ uː n a t
کو	k oː
سوسمار	s uː s m ɑː r
یشم	j a ʃ m
عصبانی	a s a b ɑː n iː
بعد	b a ʔ d
منتقد	m o n t a ɢ e d
کمزور	k a m z oː ɾ
انگاشتن	a n ɡ ɑː ʃ t a n
باهوش	b ɑː h uː ʃ
قصد	ɢ a s d
منتظر	m o n t a z e ɾ
خبری	x a b a ɾ j a
چهارده	t͡ʃ a h ɑː ɾ d a h
مشرک	m o ʃ ɾ e k
گزاف	ɡ a z ɑː f
فارغ	f ɑː ɾ i ɢ
دلگیر	d e l ɡ iː ɾ
اتفاق	e t t e f ɑː ɢ
لوبیا	l oː b i i ɑː
تودری	t u d a ɾ iː
ام	e m
آلاله	ɑː l ɑː l a
راجستان	ɾ ɑː d͡ʒ a s t a n
بیان	b a j ɑː n
خرگوش	x a ɾ ɡ oː ʃ
نارسنگ	n ɑː ɾ s a n ɡ
تهران	t a h ɾ ɑː n
می‌گم	m iː ɡ a m
نیرو	n e ɾ s
اکثر	a k s a ɾ
مازوج	m ɑː z uː d͡ʒ
نشور	n o ʃ uː ɾ
زنجبیل	z a n d͡ʒ a b iː l
داد	d ɑː d
سمند	s a m a n d
میرزاخانی	m i ɾ z ɑː x ɑː n iː
انجامیدن	a n d͡ʒ ɑː m iː d a n
خربزه	x a ɾ b u z a
رب	ɾ a b
گیتا	ɡ iː t ɑː
چهارشنبه	t͡ʃ a h ɑː ɾ ʃ a n b a
قلبی	ɢ a l b iː
هامون	h ɑː m uː n
یونانی	j u n ɑː n iː
قرن	ɢ a ɾ n
آستانه‌ای	ɑː s t ɑː n a iː
بزرگ	b o z o ɾ ɡ
صورتی	s uː ɾ a t iː
خوشه	x oː ʃ a
دس	d a s
مردم‌شناس	m a ɾ d u m ʃ i n ɑː s
نهر	n a h ɾ
افسر	a f s a ɾ
نظر	n a z a ɾ
دیگر	d i ɡ a ɾ
شترگاوپلنگ	ʃ o t o ɾ ɡ ɑː v p a l a n ɡ
دریدن	d a ɾ i d a n
می‌دوم	m i d a v a m
شخصیت	ʃ a x s i j a t
تصویر	t a s v i ɾ
غره	ɢ a ɾ ɾ e
مرغ	m o ɾ ɢ
ییلاق	j a j l ɑː ɢ
سرمایه	s a ɾ m ɑː j a
شرک	ʃ e ɾ e k
فراموش	f a ɾ ɑː m oː ʃ
ورد	v a ɾ d
نانوائی	n ɑː n v ɑː j e
خواهر	x ɑː h a ɾ
گی	a ɡ iː
جامعه‌شناسی	d͡ʒ ɑː m i ʔ a ʃ i n ɑː s iː
خبره	x e b ɾ e
طور	t a v ɾ
خدشه	x a d ʃ a
رهبر	ɾ a h b a ɾ
اندیشیدن	a n d e ʃ i d a n
رخ	r o x
تاجور	t ɑː d ʒ v a ɾ
چل	t ʃ e l
گوش	ɡ oː ʃ
انگبین	a n ɡ a b i n
چنبره	t͡ʃ a m b a ɾ a
میدان	m a j d ɑː n
سرحد	s a ɾ h a d
جبار	d ʒ a b ɑː ɾ
هند	h e n d
اسلیمی	e s l iː m iː
دور	d a v ɾ
نیروگاه	n i ɾ u ɡ ɑː h
قرمزی	ɢ i ɾ m i z iː
قاتل	ɢ ɑː t i l
جستجو	d͡ʒ o s t o d͡ʒ uː j
دستمال	d a s t m ɑː l
گون	ɡ oː n
قدومه	ɢ u d u m a
مفعول	m a f ʔ u l
کسی	k a s e
پناهنده	p a n ɑː h a n d e
لعل	l a ʔ l
نعناع	n a ʔ n ɑː ʔ
غاز	ɢ ɑː z
تکیدن	t a k i d a n
بهمن	b a h m a n
بغداد	b a ɢ d ɑː d
نمایان	n e m ɑː j ɑː n
ائتلاف	e ʔ t e l ɑː f
سقوط	s o ɢ uː t
پیادگان	p iː j ɑː d e ɡ ɑː n
شکافتن	ʃ e k ɑː f t a n
مترجم	m o t a ɾ d͡ʒ e m
سعید	s a ʔ i d
محسن	m o h s e n
کونی	k u n iː
اسکدار	a s k u d ɑː ɾ
بدن	b a d a n
خوردن	x o ɾ d a n
فشار	f e ʃ ɑː ɾ
خندان	x a n d ɑ n
شماره	ʃ o m ɑː ɾ e
گناه	ɡ o n ɑː h
ببر	b a b ɾ
بی‌هوش	b e h s ʃ
ناپاز	n ɑː p ɑː z
ویژگی‌ها	v iː ʒ e ɡ iː h ɑː
آبدست	ɑː b d a s t
خراسان	x o ɾ ɑː s ɑː n
هشتن	h e ʃ t a n
ادبیات	a d a b i j ɑː t
ماوراءالنهر	m ɑː v a ɾ ɑː ʔ u n n a h ɾ
شیطانی	ʃ a j t ɑː n iː
البرز	ʔ a l b o ɾ z
ممنون	m a m n u n
قطع	ɢ a t ʔ
سهم	s a h m
ژکفر	ʒ a k f a ɾ
بیدار	b e d ɑː ɾ
سیلو	s i l u
نقشه	n a ɢ ʃ a
آوا	ɑː v ɑː
اصطبل	e s t a b l
گجرات	ɡ o d͡ʒ a ɾ ɑː t
مربا	m o r a b b ɑ
چکش	t͡ʃ a k u ʃ
حساب	h e s ɑː b
شوریدن	ʃ oː ɾ iː d a n
هوتن	h uː t a n
شجر	ʃ a d ʒ a r
گربه	ɡ o ɾ b e
تقویت	t a ɢ v i j a t
سیاه‌گوش	s i j ɑː h ɡ oː ʃ
اسپهسالار	ʔ e s p a h s ɑː l ɑː ɾ
سوخ	s oː x
آلایش	ɑː l ɑː j i ʃ
آژیر	ɑː ʔ ʒ iː ɾ
سرب	s o ɾ b
شورا	ʃ o o ɾ ɑː
شال	ʃ ɑː l
تهیه	t a h i j j a
مملکت	m a m l a k a t
واژه	v ɑː ʒ e
اصلاح	e s l ɑː h
گیک	ɡ iː k
ساز	s ɑː z
ادغام	e d ɢ ɑː m
ژیرش	ʒ i ɾ i ʃ
تمیز	t a m i z
سپر	s e p a ɾ
کوشک	k oː ʃ k
کوچک‌ترین	k uː t ʃ e k t a ɾ iː n
کلنگ	k o l o n ɡ
کلاس	k e l ɑː s
صفت	s e f a t
کشتی‌گیر	k o ʃ t iː ɡ iː ɾ
شهادت	ʃ a h ɑː d a t
روشنگری	ɾ a v ʃ a n ɡ a ɾ iː
خشک	x o ʃ k
وصل	v a s l
سبد	s a b a d
آویختن	ɑː v e x t a n
لیوان	l iː v ɑː n
چرخ	t͡ʃ a ɾ x
پوشیدن	p oː ʃ iː d a n
سخنگو	s o x a n ɡ uː
فرستادن	f e ɾ e s t ɑː d a n
کارواژگان	k ɑː r v ɑː ʒ e ɡ ɑː n
سر	s a ɾ
رباعی	ɾ o b ɑː ʔ iː
بامداد	b ɑː m d ɑː n
خیلی	x a j l e
تاجیکستان	t ɑː d͡ʒ iː k i s t ɑː n
وارث	v ɑː ɾ e s
بادبانی	b ɑː d b ɑː n iː
تلف	t a l a f
آرایش	ɑː ɾ ɑː j i ʃ
گرفتن	ɡ e ɾ e f t a n
حلقه	h a l ɢ a
چهل	t͡ʃ e h e l
خراسانی	x o ɾ ɑː s ɑː n iː
کتاب	k e t ɑː b
گاومیش	ɡ ɑː v m e ʃ
گوسفند	ɡ oː s f a n d
داخل	d ɑː x i l i
پانزده	p uː n z d a h
شکست	ʃ e k a s t
شمال	ʃ o m ɑː l
قرآن	ɢ u ɾ ʔ ɑː n
خودرو	x o d ɾ o v
گرمابه	ɡ a ɾ m ɑː b a
ته	t a h
هرات	h a ɾ ɑː t
بخور	b o x uː ɾ
درباره	d a ɾ b ɑː ɾ a j i
پناهگاه	p a n ɑː h ɡ ɑː h
کیهانی	k a j h ɑː n iː
شهد	ʃ a h d
لاف	l ɑː f
سفید	s a f e d
نمکدان	n a m a k d ɑː n
باقلوا	b ɑː ɢ l a v ɑː
گهواره	ɡ a h v ɑː ɾ a
بوزه	b oː z a
آشفته	ɑː ʃ u f t a
هرچه	h a ɾ t͡ʃ i
اوگاندا	u ɡ ɑː n d ɑː
مقاومت	m o ɢ ɑː v e m a t
اجاق	o d͡ʒ ɑː ɢ
سیل	s a j l
دودمان	d u d m ɑː n
درها	d a ɾ h ɑː
نیوشا	n i j oː ʃ ɑː
سنبل	s o m b o l
ارض	a ɾ z
اردیبهشت	o ɾ d iː b e h e ʃ t
سپندان	s e p a n d ɑː n
چایدان	t͡ʃ ɑː j d ɑː n
دگرجنس‌گرا	d e ɡ a ɾ d͡ʒ e n s ɡ a ɾ ɑː
غالب	ɢ ɑː l e b
بازنشستگی	b ɑː z n i ʃ a s t a ɡ iː
اردو	o ɾ d uː
هیس	s
باران	b ɑː ɾ ɑː n
فسیل	f o s iː l
طرح	t a ɾ h
پوزخند	p uː z x a n d
خوف	x a v f
ابلیس	e b l iː s
رتیل	ɾ o t e j l
ژرف‌ترین	ʒ a ɾ f t a ɾ iː n
آسمان	ɑː s i m ɑː n
تخریب	t a x ɾ i b
هرکس	h a r k a s
گزینش	ɡ o z iː n e ʃ
امامقلی	e m ɑː m ɢ o l iː
شرط	ʃ a ɾ t
اشترغار	o ʃ t o ɾ ɢ ɑː ɾ
اجازه	e d͡ʒ ɑː z e
مطلب	m a t l a b
افطار	e f t ɑː ɾ
چکیدن	t͡ʃ a k i d a n
شاهدخت	ʃ ɑː h d u x t
خباز	x a b b ɑː z
بازدید	b ɑː z d iː d
آذربایجان	ɑː z a ɾ b ɑː j d͡ʒ ɑː n
گسستن	ɡ o s a s t a n
توپچى	t oː p t͡ʃ iː
روزها	ɾ oː z h ɑː
زرناپا	z u r n ɑː p ɑː
دانشکده	d ɑː n i ʃ k a d a
ارتعاش	e ɾ t e ʔ ɑː ʃ
نفرین	n e f ɾ iː n
اشتر	ʔ o ʃ t o ɾ
بی‌سواد	b e s a v ɑː d
سورپریز	s u r p i ɾ i z
چه	t͡ʃ a
جزیره	d͡ʒ a z i ɾ a
خزینه	x a z i n a
دنیدن	d a n iː d a n
خر	x a ɾ
فهمیدن	f a h m i d a n
آرد	ɑː ɾ d
مختار	m o x t ɑː ɾ
جستن	d͡ʒ a s t a n
فصل	f a s l
زمی	z m iː
شمردن	ʃ e m o ɾ d a n
ران	ɾ ɑː n
هرمز	h o ɾ m o z
آهسته	ɑː h i s t a
چرخیدن	t ʃ e ɾ x i d a n
میلاد	m e l ɑː d
خزاعی	x a z ɑː ʔ iː
شدن	ʃ o d a n
ناهید	n ɑː h iː d
آب	ɑː b
خال	x ɑː l
برداشتن	b a ɾ d ɑː ʃ t a n
قطره	ɢ a t ɾ a
میز	m e z
تقسیم	t a ɢ s i m
اعنی	a ʔ n iː
دما	d a m ɑː
صهیونیسم	s a h j u n i s m
کافر	k ɑː f e r
سیمرغ	s i m u ɾ ɢ
گرا	ɡ a ɾ ɑː
درنده	d a ɾ a n d a
یاسا	j ɑː s ɑː
کجا	k o d͡ʒ ɑː
سخن	s o x a n
پشیمان	p a ʃ iː m ɑː n
فلاخن	f a l ɑː x a n
پالایش	p ɑː l ɑː j i ʃ
گوجه	ɡ a v d͡ʒ a
هواپیما	h a v ɑː p a j m ɑː
بابک	b ɑː b a k
لاغر	l ɑː ɢ a ɾ
قطر	ɢ a t a ɾ
آباد	ɑː b ɑː d
ضعف	z a ʔ f
دیسک	d iː s k
شخص	ʃ a x s
چوب	t͡ʃ oː b
دنیا	d o n j ɑː
اسفناج	e s f e n ɑː d͡ʒ
نخیر	n a x a j ɾ
ین	e n
پله	p e l l e
گلچه	ɡ o l t͡ʃ e
مخرج	m a x ɾ a d͡ʒ
خوب	x u b
پاستا	p ɑː s t ɑː
پیکر	p a j k a ɾ
گیس	ɡ e s
ناخواسته	n ɑː x ɑː s t a
هجران	h i d͡ʒ ɾ ɑː n
نجس‌تر	n a d ʒ a s t a ɾ
ثروت	s a ɾ v a t
ضلع	z e l ʔ
ایالت	i j ɑː l a t
گذشتن	ɡ o z a ʃ t a n
سرفراز	s a ɾ f a ɾ ɑː z
زنبور	z a m b u ɾ
خاطر	x ɑː t i ɾ
رابطه	ɾ ɑː b i t a
بچگی	b a t t͡ʃ a ɡ iː
مردن	m o ɾ d a n
مادربزرگ	m ɑː d a ɾ b u z u ɾ ɡ
اذان	a z ɑː n
موم	m uː m
مازندرانی	m ɑː z a n d a ɾ ɑː n iː
بسنده	b a s a n d e
مسجدها	m a s d ʒ e d h ɑː
نوروزی	n a v ɾ s z iː
گور	ɡ oː ɾ
لنگر	l a n ɡ a ɾ
شگفت	ʃ e ɡ e f t
اخیرا	a x i ɾ a n
گورخر	ɡ oː ɾ x a ɾ
غرق	ɢ a ɾ ɢ
وظیفه	v a z i f a
وعده	v a ʔ d a
آجیل	ɑː d͡ʒ iː l
ژنو	ʒ e n e v
درد	d a ɾ d
غارت	ɢ ɑː ɾ a t
قونیه	ɢ u n i j a
زاده	z ɑː d a
دیر	d a j ɾ
عالی	ɑː l iː
فرمودن	f a ɾ m u d a n
کارمند	k ɑː ɾ m a n d
دوست	d oː s t
زیباتر	z iː b ɑː t a ɾ
تنیدن	t a n iː d a n
کبوتر	k a b oː t a ɾ
قیچی	ɢ a j t͡ʃ iː
بنیاد	b o n j ɑː d
نام	n ɑː m
استراحت	e s t e ɾ ɑː h a t
اعتقاد	e ʔ t e ɢ ɑː d
اریحا	a ɾ i h ɑː
مرغان	m o ɾ ɢ ɑː n
کمند	k a m a n d
کمان	k a m ɑː n
خرید	h a ɾ i d
برنامه	b a ɾ n ɑː m a
جمعه	d͡ʒ o m e
ویستا	v i s t ɑ
شمسی	ʃ a m s iː
بادام	b ɑː d ɑː m
نارنجک	n ɑː ɾ a n d͡ʒ a k
اشترخار	o ʃ t o ɾ x ɑː ɾ
مادر	m ɑː d a ɾ
خود	x o d
آزموده	ɑː z m uː d a
مناسبت	m o n ɑː s e b a t
بابا	b ɑː b ɑː
دلگیری	d e l ɡ iː ɾ iː
واکسن	v ɑ k s a n
گذشته	ɡ o z a ʃ t e
مد	m o d
چکمه	t͡ʃ a k m a
یاد	j ɑː d
صیغه	s iː ɢ a
استان	o s t ɑː n
مورچه	m oː ɾ t͡ʃ a
اسپست	a s p i s t
سبزی	s a b z iː
جیب	d͡ʒ e b
اسب	a s b
قدیمی	ɢ a d i m iː
مهر	m a h ɾ
باحال‌تر	b ɑː h ɑː l t a ɾ
متوسط	m o t a v a s s e t
شیک	ʃ iː k
گواشتن	ɡ o v ɑː ʃ t a n
چغندر	t͡ʃ o ɢ o n d a ɾ
رعایت	ɾ e ʔ ɑː j a t
گنجشک	ɡ o n d͡ʒ e ʃ k
کنده	k a n d a
رختن	r e x t a n
محکمه	m a h k a m a
ملکه	m a l i k a
نستعلیق	n a s t a ʔ l i ɢ
دوره	d a v ɾ a
حمایت	h e m ɑː j a t
آسمانخراش	ɑː s m ɑː n x a ɾ ɑː ʃ
افزودن	a f z u d a n
ضخیم	z a x iː m
خواستن	x ɑː s t a n
محافظه‌کار	m o h ɑː f e z e k ɑː ɾ
اژدها	a ʒ d a h ɑː
ناوخدا	n ɑː v x o d ɑː
کنجکاو	k o n d͡ʒ k ɑː v
آزمایشگاه	ɑː z m ɑː j i ʃ ɡ ɑː h
گوشه	ɡ oː ʃ a
بلاگ	b l ɑː ɡ
طعم	t a ʔ m
جاذبه	d͡ʒ ɑː z i b a
الموت	ʔ a l a m uː t
یم	j a m
سرطان	s a ɾ a t ɑː n
قسطنطنیه	ɢ u s t a n t a n i j a
قندهار	ɢ a n d a h ɑː ɾ
جواری	d͡ʒ o v ɑː ɾ iː
زیست‌شناس	z iː s t ʃ e n ɑː s
آسیاب	ɑː s i j ɑː b
مالک	m ɑː l i k
کوتاه‌ترین	k uː t ɑː h t a ɾ iː n
ترش	t o ɾ ʃ
صرع	s a ɾ ʔ
گره	ɡ e r e h
رواج	r a v ɑː d͡ʒ
گستاخ	ɡ o s t ɑː x
تیمارستان	t i m ɑː ɾ i s t ɑː n
نشلیدن	n e ʃ e l iː d a n
فحش	f o h ʃ
ربع	ɾ o b ʔ
چشم	t͡ʃ a ʃ m
ذاتی	z ɑː t iː
امر	a m ɾ
کهر	k a h a ɾ
گندم	ɡ a n d u m
نماز	n a m ɑː z
اتحاد	e t t e h ɑː d
مرو	m a ɾ v
آموزگار	ɑː m oː z ɡ ɑː ɾ
لثه	l a s e
بهشت	b e h e ʃ t
شکلاتی	ʃ o k o l ɑ t i
ثبت	s a b t
خامه	x ɑː m a
مصدر	m a s d a ɾ
محیط	m o h iː t
داشتن	d ɑː ʃ t a n
معادل	m o ʔ ɑː d e l
ساختمان	s ɑː x t i m ɑː n
دجله	d e d͡ʒ l e
اله	e l ɑː h
روزنامه	ɾ oː z n ɑː m a
درشت	d o ɾ o ʃ t
خواجه	x ɑː d͡ʒ a
افتخار	e f t e x ɑː ɾ
سگالیدن	s e ɡ ɑː l iː d a n
ابزار	a b z ɑː ɾ
تاریک‌تر	t ɑː ɾ iː k t a ɾ
حقیقی	h a ɢ i ɢ iː
مرمی	m a r m iː
گزاف‌تر	ɡ a z ɑː f t a ɾ
مردم	m a ɾ d u m
الحاق	e l h ɑː ɢ
جدایی	d͡ʒ o d ɑː j iː
اظهار	e z h ɑː ɾ
فراموشیدن	f a ɾ ɑː m uː ʃ iː d a n
کنسرت	k o n s e ɾ t
مغ	m a ɢ
پنج	p a n d͡ʒ
وحی	v a h j
بودن	b u d a n
ناخن	n ɑː x u n
قهوه	ɢ a h v a
پسر	p a s a ɾ
مثلا	m a s a l a n
رسانیدن	ɾ a s ɑː n iː d a n
خودنویس	x o d n e v iː s
بەت	b ɑː t
نزدیک	n a z d i k
همچنین	h a m t͡ʃ a n i n
رقص	ɾ a ɢ s
بلوط	b a l u t
نسرین	n a s ɾ iː n
ریشه‌شناسی	ɾ e ʃ a ʃ i n ɑː s iː
سالگرد	s ɑː l ɡ a ɾ d
موتر	m oː t a ɾ
باور	b ɑː v a ɾ
متخلف	m o t a x a l l e f
تور	t o v a ɾ
الماس‌ها	a l m ɑː s h ɑː
نجس	n a d ʒ e s
توصیه	t a v s i j a
خنداندن	x a n d ɑː n d a n
عصر	ʔ a s ɾ
سنگسار	s a n ɡ s ɑː ɾ
سلیمانی	s o l e j m ɑː n iː
تکفور	t a k f uː ɾ
كنج	k o n d͡ʒ
مسیح	m a s e h
پیشتاز	p e ʃ t ɑː z
آفند	ɑː f a n d
انگشتر	a n ɡ u ʃ t a ɾ
سهراب	s o h ɾ ɑː b
گزاردن	ɡ o z ɑː ɾ d a n
آیا	ɑː j ɑː
تحویل	t a h v i l
گنبد	ɡ o m b a d
مارس	m ɑː ɾ s
کنشت	k e n e ʃ t
الهام	e l h ɑː m
دانشگاه	d ɑː n i ʃ ɡ ɑː h
پوست‌شناسی	p oː s t ʃ i n ɑː s iː
سنجاب	s a n d͡ʒ ɑː b
سنبه	s o m b e
شهریور	ʃ a h ɾ iː v a ɾ
یلدا	j a l d ɑ
چقدر	t͡ʃ e ɢ a d a ɾ
جایگاه	d͡ʒ ɑː j ɡ ɑː h
صاعقه	s ɑː ʔ i ɢ a
بینی	b i n iː
سلماس	s a l m ɑː s
ترجمه	t a ɾ d͡ʒ u m a
بیمار	b e m ɑː ɾ
نماینده	n a m ɑː j a n d e
جودر	d͡ʒ a v d a ɾ
ابرو	a b ɾ u
عادی	ʔ ɑː d iː
توسی	t uː s iː
صحیح	s a h e h
شهنشاه	ʃ a h a n ʃ ɑː h
گل	ɡ e l
بنابراین	b e n ɑː b a ɾ iː n
پاپ	p ɑː p
قربک	ɢ o ɾ b a k
خوشبخت	x o ʃ b a x t
ویر	v i ɾ
حمله	h a m l a
اتمام	e t m ɑː m
مؤدب	m o ʔ a d d e b
مشکی	m e ʃ k iː
شکیفتن	ʃ e k iː f t a n
آرامگاه	ɑː ɾ ɑː m ɡ ɑː h
دریا	d a ɾ j ɑː
سرهنگ	s a ɾ h a n ɡ
فر	f o ɾ
اسپندان	e s p a n d ɑː n
مسلمان	m o s a l m ɑː n
پیاده	p i j ɑː d a
آجر	ɑː d͡ʒ u ɾ
مادیان	m ɑː d i i ɑː n
دادن	d ɑː d a n
خرامیدن	x e ɾ ɑː m iː d a n
کهف	k a h f
زوجیت	z a v d͡ʒ i j a t
موزه	m oː z a
شهرت	ʃ o h ɾ a t
مغازه	m a ɢ ɑː z a
رفدن	ɾ a f d a n
بهاءالله	b a h ɑː ʔ u l l ɑː h
قاصدک	ɢ ɑː s i d a k
شامل	ʃ ɑː m i l
خطر	x a t a ɾ
طلایی	t a l ɑː j iː
وسط	v a s a t
زوبین	z oː b iː n
زلیخا	z o l e j x ɑː
حجاب	h e d͡ʒ ɑː b
شلوغ‌ترین	ʃ o l uː ɢ t a ɾ iː n
مؤثر	m o ʔ a s s e ɾ
ـیسم	i s m
ماهی	m ɑː h iː
امضاء	e m z ɑː
پشه	p a ʃ e
مژده	m o ʒ d e
زورخانه	z oː ɾ x ɑː n a
کلمه	k a l a m a
هزار	h a z ɑː ɾ
مردانه	m a ɾ d ɑː n a
کارخانه	k ɑː ɾ x ɑː n a
ژاله	ʒ ɑː l a
برهنه	b a ɾ a h n a
دلفین	d o l f iː n
متوجه	m o t a v a d d͡ʒ e h
بهمان	b a h m ɑː n
سبک	s a b k
گوهر	ɡ a v h a ɾ
سوخته	s uː x t e
تیله	t e l a
بسد	b e s a d
افسردگی	a f s u ɾ d i ɡ iː
آخور	ʔ ɑː x a ɾ
نمایه	n a m ɑː j e
فرق	f a ɾ ɢ
فعلا	f e ʔ l a n
خباره	x a b ɑː ɾ a
یاکند	j ɑː k a n d
شکستنی	ʃ i k a s t a n iː
شکسته	ʃ e k a s t e
مسلمون	m o s a l m uː n
نازک	n ɑː z u k
پاشنه	p ɑː ʃ n a
زوش	z u ʃ
سرو	s a ɾ v
سمفونی	s a m f oː n iː
کالبد	k ɑː l b u d
سرکار	s a ɾ k ɑː ɾ
روند	ɾ a v a n d
ازاله	e z ɑː l e
خوشنویسی	x o ʃ n e v iː s iː
خاستن	x ɑː s t a n
آسانی	ɑː s ɑː n iː
فضایی	f a z ɑː j iː
اصلی	a s l iː
اهواز	a h v ɑː z
عربستان	a ɾ a b i s t ɑː n
دانشمند	d ɑː n i ʃ m a n d
جنون	d ʒ o n uː n
بایستی	b ɑː j a s t iː
آمیختن	ɑː m e x t a n
نزد	n a z d
مروزی	m a ɾ v e z iː
پیغامبر	p a j ɢ ɑː m b a ɾ
نسخه	n o s x e
شب‌بوی	ʃ a b b oː j
کمانچه	k a m ɑː n t͡ʃ a
درمان	d a ɾ m ɑː n
ایام	ʔ a j j ɑː m
قلاوز	ɢ u l ɑː v u z
پایه	p ɑː j a
تختخواب	t a x t i x ɑː b
دستکند	d a s t k a n d
بی‌پروا	b e p a ɾ v ɑː
به	b a
چتر	t͡ʃ a t ɾ
امروز	e m ɾ uː z
مشاور	m o ʃ ɑː v e ɾ
هنر	h o n a ɾ
حلال	h a l ɑː l
گان	ɡ ɑː n
ایران	e ɾ ɑː n
فایده	f ɑː j i d a
حیوان	h a j v ɑː n
هندو	h e n d uː
بکارت	b a k ɑː ɾ a t
انسان	e n s ɑː n
محنت	m e h n a t
بخش	b a x ʃ
موقع	m a v ɢ e ʔ
پرندوش	p a ɾ a n d oː ʃ
سهل	s a h l
آتش	ɑː t a ʃ
پرتوقع	p o ɾ t a v a ɢ ɢ o ʔ
بامزه‌تر	b ɑː m a z e t a ɾ
پالایشگاه	p ɑː l ɑː j i ʃ ɡ ɑː h
صحبت	s o h b a t
دیسال	d i s ɑː l
اقلیم‌شناسی	e ɢ l iː m ʃ e n ɑː s iː
شیطان	ʃ a j t ɑː n
گزاف‌ترین	ɡ a z ɑː f t a ɾ iː n
گرزه	ɡ o ɾ z e
موافق	m o v ɑː f e ɢ
مسلحانه	m o s a l l a h ɑː n e
تقریبا	t a ɢ ɾ iː b a n
راهب	ɾ ɑː h i b
شترمرغ	ʃ o t o ɾ m o ɾ ɢ
افتادن	o f t ɑː d a n
پیشوند	p e ʃ v a n d
تیزاب	t e z ɑː b
شات	ʃ ɑː t
گویش	ɡ oː j i ʃ
جنوب	d͡ʒ a n u b
کتی	k a t iː
ذهن	z e h n
مجبور	m a d͡ʒ b u ɾ
ترشی	t o ɾ ʃ iː
چطور	t͡ʃ e t o v ɾ
تمام	t a m ɑː m
بی‌میل	b e m a j l
آلمان	ɑː l m ɑː n
دنب	d o n b
فریفتن	f a ɾ e f t a n
مهم	m o h e m m
شاذ	ʃ ɑː z
میان	m i j ɑː n
روسیه	ɾ u s i j a
