жаргалтай	t͡ɕ a r k a ɮ tʰ ɛː
талх	tʰ a ɮ x
нэрстэй	n e r s tʰ e i̯
лалруудынхан	ɮ a ɮ r ʊː t i ŋ x a ŋ
гийгүүлэгч	k iː k uː ɮ e k t͡ɕʰ
байгууллагагүй	p ɛː k ʊː ɮː a ɣ a k u i̯
тавигдаагүй	tʰ a w̜ i k t aː k u i̯
худалдах	x ʊ t ə ɮ t ə x
ба	p a
гүнжийнх	k u n t͡ɕ iː ŋ x
пиццагүй	pʰ i t͡sʰ a ɣ u i̯
Мандалговь	m a n t a ɮ k ɔ w̜ʲ
гүнжүүдийгээ	k u n t͡ɕ uː t iː k eː
монголч	m ɔ ɴ ɢ ʊ ɮ t͡ʃʰ
тэс	tʰ i s
Өэлүнгүй	ɵ e ɮ u ŋ k u i̯
бүхнээр	p u x n eː r̥
золгох	t͡s ɔ ɮ ɢ ə x
аадар	aː d ə r
хошууч	x ɔ ɕ ʊː t͡ɕʰ
нэрсээсээ	n e r s eː s eː
байр	p ɛː r̥
гэргий	ɡ e r ɡ iː
устайгаа	ʊ s tʰ ɛː k aː
хүнцэл	x u n t͡sʰ e ɮ
байгалиас	p ɛː k a ɮ i̯ aː s
төгрөгөөр	tʰ ɵ k r ɵ ɣ ɵː r̥
хүмүүсийнх	x u m uː s iː ŋ x
залуучуудад	t͡s a ɮ ʊː t͡ɕʰ ʊː t a t
ус	ʊ s
анхилгагүй	a ŋ x i ɮ k a ɣ u i̯
авгалдайнуудаар	a w̜ k a ɮ t ɛː n ʊː t aː r̥
урчуудын	ʊ r̥ t͡ɕʰ ʊː t i ŋ
хөвгүүнийхээ	x ɵ w̜ k uː n iː x eː
абстрактуудыг	a p s tʰ r a kʰ tʰ ʊː t i k
хэхрэх	x e x r e x
гэрүүдээ	k e r uː t eː
архивуудын	a r x i w̜ ʊː t i ŋ
улсуудыг	ʊ ɮ s ʊː t i k
гитаруудынх	k i tʰ a r ʊː t i ŋ x
хүүхэлдэй	x uː x ə ɮ t e
лийр	ɮ iː r
Чингисээ	t͡ɕʰ i ŋ k i s eː
цахим	t͡sʰ a x i m
Өэлүнийд	ɵ e ɮ u n iː t
тэнгисүүд	tʰ e ŋ k i s uː t
хөхөх	x ɵ x ɵ x
зонтик	t͜s ɔˑ n tʰ ʊ̈ kʰ
уул	ʊː l a
кинонуудын	kʰ i n ɔ n ʊː t i ŋ
муж	m ʊ t͡ɕ
сэрээх	s e r eː x
хөвгүүдийнхээ	x ɵ w̜ k uː t iː ŋ x eː
пиццануудын	pʰ i t͡sʰ a n ʊː t i ŋ
нэргүйгээ	n e r k u i̯ ɣ eː
номны	n ɔ m n i
авгыг	a w̜ k i k
амьтдыг	a mʲ tʰ t i k
хүмүүнгүй	x u m uː ŋ k u i̯
илжигнийх	i ɮ t͡ɕ i k n iː x
сартуул	s a r tʰ ʊː ɮ
гүнжийн	k u n t͡ɕ iː ŋ
нэрснүүдийнхэн	n e r s n uː t iː ŋ x e ŋ
үүлэнд	uː ɮ e n t
гүрэн	ɡ u r e ŋ
тоормос	tʰ oː r m ɔ s
мориндоо	m ɔ r i n t oː
ресторанууд	rʲ ɵ s tʰ ɔ r a n ʊː t
шонхор	ʃ ɔ ŋ x ɔ r
мал	m a ɮ
луунуудаасаа	ɮ ʊː n ʊː t aː s aː
мөсөн	m ɵ s ɵ ŋ
хөдөлмөр	x ɵ t ɵ ɮ m ɵ r
гүнжийнхэн	k u n t͡ɕ iː ŋ x e ŋ
авлигач	a w̜ ɮ i ɣ a t͡ɕʰ
сексүүдтэй	s j ɵ kʰ s uː t tʰ e i̯
луунуудаас	ɮ ʊː n ʊː t aː s
пиццанд	pʰ i t͡sʰ a n t
өдөр	ɵ t ə r̥
нэрснүүдээрээ	n e r s n uː t eː r eː
жууцайнд	t͡ɕ ʊː t͡sʰ ɛː n t
Чингисийг	t͡ɕʰ i ŋ k i s iː k
дэлхий	t e ɬʰ iː
аймшиг	a i m ʃ i ɡ
хөнжил	x ɵ n t͡ɕ ə ɮ
утаа	ʊ tʰ a
хялгас	xʲ a ɮ ʁ a s
луутай	ɮ ʊː tʰ ɛː
бэлтгэл	p e ɮ tʰ ɡ e ɮ
тэмээнийхэн	tʰ e m eː n iː x e ŋ
амттан	a m tʰ a ŋ
оочир	ɔː t͡ɕʰ ə r
агаарын	a ɣ aː r i ŋ
тэрэгнүүдийн	tʰ e r e k n uː t iː ŋ
хүнийхэн	x u n iː x e ŋ
зөгийнүүдэд	t͡s ɵ ɣ iː n uː t e t
дэслэгч	t e s ɮ e k t͡ɕʰ
аагийг	aː k iː k
лалрынх	ɮ a ɮ r i ŋ x
щ	ɕ
ханхайнхан	x a ŋ x ɛː ŋ x a ŋ
усгүйгээ	ʊ s k u i̯ ɣ eː
шашнууд	ɕ a ɕ n ʊː t
омог	ɔ m ə ɡ
архиваар	a r x i w̜ aː r̥
гүнжидтэйгээ	k u n t͡ɕ i t tʰ e i̯ ɣ eː
ааваар	aː w̜ aː r̥
аадрын	aː t r i ŋ
сармис	s a r mʲ ə s
лалрууд	ɮ a ɮ r ʊː t
анхилгуудгүй	a ŋ x i ɮ k ʊː t k u i̯
цайгаар	t͡sʰ ɛː k aː r̥
япончуудын	j a pʰ ɔ n t͡ɕʰ ʊː t i ŋ
Чингисээр	t͡ɕʰ i ŋ k i s eː r̥
нохой	n ɔ x ɔ i
дал	t a ɮ
тахиудгүйгээ	tʰ a x i̯ ʊː t k u i̯ ɣ eː
тэнгисээр	tʰ e ŋ k i s eː r̥
огурцы	o ɡ ə r t͡sʰ i
нам	n a m
од	ɔ t
тахиудаас	tʰ a x i̯ ʊː t aː s
бүжигчин	p u t͡ɕ ə ɡ t͡ɕʰ ə ŋ
усаар	ʊ s aː r̥
хязаалан	xʲ a t͡s aː ɮ a ŋ
хаадынх	x aː t i ŋ x
хэлэлцэх	x i ɮ ə ɮ t͡sʰ ə x
соруул	s ɔ r ʊ ɮ
анчдаас	a n t͡ɕʰ t aː s
ноёдтой	n ɔ j ɔ t tʰ ɔ i̯
уу	ʊː
анх	a ŋ x
шүд	ʃ u d
шафа	ʃ a f a
архивуудтай	a r x i w̜ ʊː t tʰ ɛː
ажлынхаа	a t͡ɕ ɮ i ŋ x aː
амьтадгүй	a mʲ tʰ a t k u i̯
тархи	tʰ a rʲ xʲ
морьгүйгээ	m ɔ rʲ k u i̯ ɣ eː
ганжин	ɢ a n t͡ɕ ə ŋ
малчин	m a ɮ t͡ɕʰ ə ŋ
Чингист	t͡ɕʰ i ŋ k i s tʰ
грекүүдтэйгээ	k rʲ ɵ kʰ uː t tʰ e i̯ ɣ eː
цайнуудад	t͡sʰ ɛː n ʊː t a t
байгууллагуудын	p ɛː k ʊː ɮː a ɣ ʊː t i ŋ
дуучин	t ʊː t͡ɕʰ ə ŋ
анаашнаас	a n aː ɕ n aː s
хаг	x a ɡ
луундаа	ɮ ʊː n t aː
түрүүч	tʰ u r uː t͡ɕʰ
буддаараа	p ʊ t͉ t aː r aː
нөхөөс	n ɵ x ɵː s
холтоснуудаар	x ɔ ɮ tʰ ɔ s n ʊː t aː r̥
тахиудаар	tʰ a x i̯ ʊː t aː r̥
цангах	t͡sʰ a ŋ ɢ ə x
алуурчдад	a ɮ ʊː r̥ t͡ɕʰ t a t
грекээ	k rʲ ɵ kʰ eː
үүлнүүдээр	uː ɮ n uː t eː r̥
илжигнүүдийнхэн	i ɮ t͡ɕ i k n uː t iː ŋ x e ŋ
байгууллагуудынх	p ɛː k ʊː ɮː a ɣ ʊː t i ŋ x
гуайтай	k u̯ ɛː tʰ ɛː
анчин	a n t͡ɕʰ i ŋ
математик	m a tʰʲ ɵ m a tʰ i kʰ
өлмий	o ɮ m i
тэнгисүүдийнхэн	tʰ e ŋ k i s uː t iː ŋ x e ŋ
өр	ɵ r̥
халдваргүйжил	x a ɮ t w̜ a r k u i̯ d͡ʑ i ɮ
хурим	x ʊ rʲ ə m
сексгүй	s j ɵ kʰ s k u i̯
ноёны	n ɔ j ɔ n i
эрхүүд	e r x uː t
хариуцах	x a r i̯ ʊː t͡sʰ a x
рестораныхан	rʲ ɵ s tʰ ɔ r a n i x a ŋ
ял	j a ɮ
байгууллагын	p ɛː k ʊː ɮː a ɣ i ŋ
тахиудтайгаа	tʰ a x i̯ ʊː t tʰ ɛː k aː
байрнуудаа	p ɛː r n ʊː t aː
мөндөрлөх	m ɵ n t ɵ r ɮ ə x
байрнаас	p ɛː r n aː s
фотогоос	f ɔ tʰ ɔ ɣ oː s
фототой	f ɔ tʰ ɔ tʰ ɔ i̯
адгуусан	a t k ʊː s a ŋ
бөхчүүд	p ɵ x t͡ɕʰ uː t
болор	p ɔ ɮ ʊ r
нисгэгч	n i s ɡ e ɡ t͡ʃʰ
туг	tʰ ʊ k
авъяастай	a w̜ j aː s tʰ ɛː
хэл	x e ɮ
авдарт	a w̜ t a r̥ tʰ
нээлттэй	n eː ɮ tʰ tʰ e
хөвгүүдийгээ	x ɵ w̜ k uː t iː k eː
савар	s a w ə r
улсад	ʊ ɮ s a t
холтсондоо	x ɔ ɮ tʰ s ɔ n t oː
хүмүүнийх	x u m uː n iː x
хайчлах	χ æː t͡ʃʰ ɮ ə χ
анхилгуудтай	a ŋ x i ɮ k ʊː t tʰ ɛː
ааг	aː k
гитаруудынхаа	k i tʰ a r ʊː t i ŋ x aː
байрнуудтай	p ɛː r n ʊː t tʰ ɛː
хаанд	x aː n t
жууцайтай	t͡ɕ ʊː t͡sʰ ɛː tʰ ɛː
Украин	ʊ kʰ r a i ŋ
агаарынх	a ɣ aː r i ŋ x
боошиг	p oː ɕ i k
чийг	t͡ɕʰ iː ɡ
Бөртийнд	p ɵ r̥ tʰ iː n t
Мексик	mʲ ɵ kʰ s i kʰ
шүүслэх	ʃ uː s ɮ ə x
бодох	p ɔ t ɔ x
ноёдыг	n ɔ j ɔ t i k
архивтай	a r x i w̜ tʰ ɛː
хавчих	x a w t͡ɕʰ ə x
гүнжид	k u n t͡ɕ i t
номуудын	n ɔ m ʊː t i ŋ
маллах	m a ɮ ɮ ə x
аль	æ ɮ
хайнаг	x a i n ə ɡ
трактор	tʰ r a kʰ tʰ ə r̥
орчуулагч	ɔ r̥ t͡ɕʰ ʊː ɮ a k t͡ɕʰ
гэрийн	k e r iː ŋ
абстрактаас	a p s tʰ r a kʰ tʰ aː s
тос	tʰ ɔ s
хүмүүстээ	x u m uː s tʰ eː
тэвэр	tʰ i w ə r
Бөртэтэй	p ɵ r̥ tʰ e tʰ e i̯
тэмээгээр	tʰ e m eː k eː r̥
автобуснууд	a w̜ tʰ ɔ p ʊ s n ʊː t
ангийнхан	a ŋ k iː ŋ x a ŋ
хүмүүний	x u m uː n iː
руу	r ʊː
наяд	n a j a t
пиццануудаар	pʰ i t͡sʰ a n ʊː t aː r̥
үгс	u k s
тэмээгүй	tʰ e m eː k u i̯
үйлчлэх	u i ɮ t͡ɕʰ ɮ ə x
шашнуудын	ɕ a ɕ n ʊː t i ŋ
нурам	n ʊ r ə m
барамнас	p a r a m n a s
анхилгуудад	a ŋ x i ɮ k ʊː t a t
гитаруудаар	k i tʰ a r ʊː t aː r̥
тархах	tʰ a r x ə x
хатмал	x a tʰ m ə ɮ
жишээ	t͡ɕ i ɕ eː
Чингисийнхээ	t͡ɕʰ i ŋ k i s iː ŋ x eː
грекүүдийнхэн	k rʲ ɵ kʰ uː t iː ŋ x e ŋ
баруун	p a r ʊː n
илжигнээс	i ɮ t͡ɕ i k n eː s
номуудтай	n ɔ m ʊː t tʰ ɛː
нэрсийнхэн	n e r s iː ŋ x e ŋ
тэрэгнүүдийнхэн	tʰ e r e k n uː t iː ŋ x e ŋ
хамба	x a m p
зүс	t͡s u s
францчууд	f r a n t͡sʰ t͡ɕʰ ʊː t
адгууснууд	a t k ʊː s n ʊː t
алуурчингүй	a ɮ ʊː r̥ t͡ɕʰ i ŋ k u i̯
үгийн	u ɡ i ŋ
аашны	aː ɕ n i
жишээнүүдээс	t͡ɕ i ɕ eː n uː t eː s
аадраар	aː t r aː r̥
боодог	p oː t ɔ k
баянд	p a j a n t
мажоритар	m a d͡ʑ ɔ r i tʰ a r̥
мэсэс	m e s e s
жишээнүүдээр	t͡ɕ i ɕ eː n uː t eː r̥
фронт	f r ɔˑ n tʰ
баавгай	p aː w̜ k ɛː
дэвшилт	t i w ʃ ə ɮ tʰ
ханхайгаас	x a ŋ x ɛː k aː s
байгальгүй	p ɛː k a ɮʲ k u i̯
дэл	t i ɮ
бич	p i t͡ɕʰ
мөрөөдөл	m o r o t ə ɮ
боомт	p oː m tʰ
зам	t͡s a m
лалрыг	ɮ a ɮ r i k
өвчин	ɵ w̜ t͡ɕʰ i ŋ
мэргэн	m e r ɡ e ŋ
холтоснууд	x ɔ ɮ tʰ ɔ s n ʊː t
Шанхай	ɕ a ŋ x ɛː
грекийнхэн	k rʲ ɵ kʰ iː ŋ x e ŋ
жууцайгаар	t͡ɕ ʊː t͡sʰ ɛː k aː r̥
авгуудынд	a w̜ k ʊː t i n t
япончууд	j a pʰ ɔ n t͡ɕʰ ʊː t
гүнжидгүйгээ	k u n t͡ɕ i t k u i̯ ɣ eː
грекээсээ	k rʲ ɵ kʰ eː s eː
анхилгад	a ŋ x i ɮ k a t
компани	kʰ ɔ m pʰ a n
аашийг	aː ɕ iː k
машинд	m a ɕ i n t
үгнийх	u k n iː x
вакцин	w̜ a kʰ t͡sʰ i ŋ
тахийнхан	tʰ a x iː ŋ x a ŋ
холтосгүйгээ	x ɔ ɮ tʰ ɔ s k u i̯ ɣ eː
усны	ʊ s n i
шанд	ʃ a n t
орон	ɔ r ə ŋ
каучук	kʰ a w t͡ʃʰ ʊˑ kʰ
усаараа	ʊ s aː r aː
анчны	a n t͡ɕʰ n i
үүл	uː l
найрамдахчуудын	n ɛː r a m t a x t͡ɕʰ ʊː t i ŋ
пулемёт	pʰ u ɮ mʲ ɔˑ tʰ
тэнгисүүдийнх	tʰ e ŋ k i s uː t iː ŋ x
хөрөө	x o r o
ХДХВ	x eː t eː x eː w eː
луунуудаараа	ɮ ʊː n ʊː t aː r aː
адгуусаар	a t k ʊː s aː r̥
холтос	x ɔ ɮ tʰ ə s
тб	tʰ e r p ʊ m
хоньчин	x ɔ nʲ t͡ʃʰ i ŋ
нэрээ	n e r eː
бүхнээс	p u x n eː s
фотогийн	f ɔ tʰ ɔ ɣ iː ŋ
тэмээн	tʰ e m eː ŋ
тахианд	tʰ a x i̯ aː n t
вирусийг	w̜ i r ʊ s iː k
байрнуудаараа	p ɛː r n ʊː t aː r aː
авгуудаас	a w̜ k ʊː t aː s
илжиг	i ɮ t͡ɕ i k
гүнжийг	k u n t͡ɕ iː k
сүмо	s u m ɔ
ёслол	j ɔ s ɮ ʊ ɮ
үнээ	u n e
бичлэг	p i t͡ʃʰ ɮ e ɡ
Халимаг	x a ɮ i m a k
хорсох	x ɔ r s ə x
авдруудыг	a w̜ t r ʊː t i k
арьстан	a rʲ s tʰ a ŋ
шашных	ɕ a ɕ n i x
шалтгаан	ʃ a ɮ tʰ ɢ a ŋ
нэрснүүдтэйгээ	n e r s n uː t tʰ e i̯ ɣ eː
анчдын	a n t͡ɕʰ t i ŋ
мориндоосоо	m ɔ r i n t oː s oː
баянаар	p a j a n aː r̥
Даланзадгад	t a ɮ a n t͡s a t k a t
лифт	ɮ i f tʰ
холтоснуудтайгаа	x ɔ ɮ tʰ ɔ s n ʊː t tʰ ɛː k aː
тухай	tʰ ʊ x a i
рубль	r ʊ p ɮʲ
царс	t͡sʰ a r s
хүнээс	x u n eː s
факсдах	f a kʰ s t a x
төгрөгийг	tʰ ɵ k r ɵ ɣ iː k
харгана	x a r ɢ ə n
Чингисийгээ	t͡ɕʰ i ŋ k i s iː k eː
ажил	a t͜ɕ ə ɮ
Ром	r ɔ m
энэ	e n
эхлэх	e x ɮ ə x
зөгийнүүдтэй	t͡s ɵ ɣ iː n uː t tʰ e i̯
Бээжинтэй	p eː t͡ɕ i n tʰ e i̯
дуусгах	t ʊː s ɢ ə x
он	ɔ ŋ
хувилбар	x ʊ wʲ ə ɮ p ə r
хужаа	x ʊ d͡ʑ aː
илжигнүүдийн	i ɮ t͡ɕ i k n uː t iː ŋ
солонго	s ɔ ɮ ʊ ɴ ɢ
уснаас	ʊ s n aː s
арынхан	a r i ŋ x a ŋ
үзэм	u t͡s ə̆ m
Хархорин	x a r x ɔ r i ŋ
хүнийхээ	x u n iː x eː
авдрыг	a w̜ t r i k
агаарыг	a ɣ aː r i k
жилгүй	t͡ɕ i ɮ k u i̯
ерөнхийлөх	j ɵ r ɵ ŋ x iː ɮ ɵ x
зорилго	t͡s ɔ rʲ ə ɮ ə ɢ
халдваргүйжих	x a ɮ t w̜ a r k u i̯ d͡ʑ i x
ө	ɵ
цэдэнбализм	t͡sʰ e t e m p a ɮ i t͡s m
чи	t͡ɕʰ i
цөцгий	t͡sʰ o t͡sʰ ɡ i
архивын	a r x i w̜ i ŋ
Төвөд	tʰ u p ɘ t
сексийн	s j ɵ kʰ s iː ŋ
аяган	a j a ɣ a ŋ
футболк	f ʊ tʰ p ɔ ɮ kʰ
ааруулуудыг	aː r ʊː ɮ ʊː t i k
шашныгаа	ɕ a ɕ n i ɣ aː
Битлз	p i tʰ ə ɮ t͡s
мэндлэх	m e n t ɮ e x
израйльчууд	i t͡s r ɛː ɮʲ t͡ɕʰ ʊː t
аавд	aː w̜ t
жижиглэн	t͡ɕ i t͡ɕ i k ɮ e ŋ
арвай	a r w a i
бандан	p a n t a ŋ
магма	m a k m
аашгүй	aː ɕ k u i̯
бургастай	p ʊ r k a s tʰ ɛː
арал	a r ə ɮ
автомашинаар	a w̜ tʰ ɔ m a ɕ i n aː r̥
тэрэгнийх	tʰ e r e k n iː x
хуваарь	x ʊ w̜ aː rʲ
луунуудаа	ɮ ʊː n ʊː t aː
адгууснуудгүй	a t k ʊː s n ʊː t k u i̯
гүүр	ɡ uː r
Чингистэй	t͡ɕʰ i ŋ k i s tʰ e i̯
ангиудыг	a ŋ k i̯ ʊː t i k
шанаа	ʃ a n a
цэцэг	t͡ʃʰ i t͡ʃʰ ɘ k
Бөртийн	p ɵ r̥ tʰ iː ŋ
нөөцлөх	n oː t͡sʰ ɮ ə x
хүмүүсээс	x u m uː s eː s
адгууснуудаас	a t k ʊː s n ʊː t aː s
хотууд	x ɔ tʰ ʊː t
нэрээсээ	n e r eː s eː
танц	tʰ a n t͡sʰ
пальтонуудаар	pʰ a ɮʲ tʰ ɔ n ʊː t aː r̥
алган	a ɮ k a ŋ
төгрөгөөс	tʰ ɵ k r ɵ ɣ ɵː s
ша	ɕ a
ресторанаар	rʲ ɵ s tʰ ɔ r a n aː r̥
хөвгүүнтэйгээ	x ɵ w̜ k uː n tʰ e i̯ ɣ eː
Англи	æˑ ŋ ɡ a ɮ
