congelai	k o n d͡ʒ e l a j
faptelor	f a p t e l o r
necăjitului	n e k ə ʒ i t u l u j
delirat	d e l i r a t
asurzitului	a s u r z i t u l u j
dublam	d u b l a m
delimitau	d e l i m i t a w
feminin	f e m i n i n
cumnat	k u m n a t
deranjași	d e r a n ʒ a ʃʲ
designase	d e s i ɡ n a s e
somară	s o m a r ə
veștejește	v e ʃ t e ʒ e ʃ t e
incriminez	i n k r i m i n e z
hora	h o r a
îmbunătățisem	ɨ m b u n ə t ə t s i s e m
stupiditate	s t u p i d i t a t e
sacrificam	s a k r i f i k a m
informase	i n f o r m a s e
amici	a m i t͡ʃʲ
informatico	i n f o r m a t i k o
masau	m a s a w
preparai	p r e p a r a j
justificai	ʒ u s t i f i k a j
diminuam	d i m i n u a m
porniți	p o r n i t͡sʲ
tatuajele	t a t u a ʒ e l e
sălbatic	s ə l b a t i k
oară	w a ɾ ə
fuseși	f u s e ʃʲ
horei	h o r e j
ferme	f e r m e
caprina	k a p r i n a
deliberam	d e l i b e r a m
găsea	ɡ ə s e̯ a
formase	f o r m a s e
crema	k r e m a
îmbunătățește	ɨ m b u n ə t ə t s e ʃ t e
dușmănește	d u ʃ m ə n e ʃ t e
îmbunătățiții	ɨ m b u n ə t ə t͡s i t͡s iː
grăbeam	ɡ r ə b e̯ a m
vizibilitate	v i z i b i l i t a t e
locui	l o k u i
Florin	f l o r i n
pizde	p i z d e
explicase	e k s p l i k a s e
anarhistă	a n a r h i s t ə
necăjiserăm	n e k ə ʒ i s e r ə m
fantezii	f a n t e z iː
abolim	a b o l i m
mulțumite	m u l t͡s u m i t e
profesase	p r o f e s a s e
Coreei	k o r eː j
limită	l i m i t ə
juisa	ʒ u i s a
plecam	p l e k a m
feline	f e l i n e
biofizician	b i o f i z i t͡ʃ j a n
bifurcase	b i f u r k a s e
fututele	f u t u t e l e
crunt	k r u n t
veștejit	v e ʃ t e ʒ i t
vomitai	v o m i t a j
hiperbolizase	h i p e r b o l i z a s e
șantaje	ʃ a n t a ʒ e
excitase	e k s t͡ʃ i t a s e
adorm	a d o r m
repetat	r e p e t a t
complexități	c o m p l e k s i t ə t͡sʲ
misterioaselor	m i s t e r i o̯ a s e l o r
recunoscut	r e k u n o s k u t
comandam	k o m a n d a m
probam	p r o b a m
danez	d a n e z
folosiseși	f o l o s i s e ʃʲ
indignam	i n d i ɡ n a m
nominale	n o m i n a l e
visez	v i s e z
vodcă	v o d k ə
circulase	t͡ʃ i r k u l a s e
întâlnitelor	ɨ n t ɨ l n i t e l o r
pitoresc	p i t o r e s k
abandonaseși	a b a n d o n a s e ʃʲ
asurzirăți	a s u r z i r ə t sʲ
pornească	p o r n e̯ a s k ə
poșetă	p o ʃ e t ə
dispare	d i s p a r e
protestai	p r o t e s t a j
somă	s o m ə
sau	s a w
invalidez	i n v a l i d e z
irite	i r i t e
clădim	k l ə d i m
necăjea	n e k ə ʒ e̯ a
șopti	ʃ o p t i
străluc	s t r ə l u k
spovediții	s p o v e d i t͡s iː
biserică	b i s e r i k ə
provocam	p r o v o k a m
sandviș	s a n d v i ʃ
separai	s e p a r a j
năluciră	n ə l u t ʃ i r ə
remarcase	r e m a r k a s e
mâncau	m ɨ n k a w
cream	k r e a m
realitate	r e a l i t a t e
ani	a nʲ
cunoscu	k u n o s k u
scrotal	s k r o t a l
plictisitele	p l i k t i s i t e l e
halucinație	h a l u t͡ʃ i n a t͡s i e
fremete	f r e m e t e
susure	s u s u r e
foca	f o k a
grinda	ɡ r i n d a
pap	p a p
neîmbunătățit	n e ɨ m b u n ə t ə t͡s i t
puțoi	p u t s o j
pulei	p u l e j
pornind	p o r n i n d
dorințe	d o r i n t͡s e
coste	k o s t e
conjugai	k o n ʒ u ɡ a j
dormitase	d o r m i t a s e
gravitase	ɡ r a v i t a s e
erou	e ɾ o w
opritului	o p r i t u l u j
caos	k a o s
oier	o j e r
mâncând	m ɨ n k ɨ n d
gazela	ɡ a z e l a
distrarăți	d i s t r a r ə t sʲ
controlaseră	k o n t r o l a s e r ə
opriserăți	o p r i s e r ə t͡sʲ
călătorită	k ə l ə t o r i t ə
barba	b a r b a
numisem	n u m i s e m
columne	k o l u m n e
nălucisem	n ə l u t ʃ i s e m
substanțe	s u b s t a n t͡s e
mulțumești	m u l t͡s u m e ʃ tʲ
frica	f r i k a
buco	b u k o
prieten	p r i e t e n
numiseși	n u m i s e ʃʲ
elevei	e l e v e j
zăcea	z ə t ʃ e̯ a
stimulat	s t i m u l a t
falei	f a l e j
deranjarăm	d e r a n ʒ a r ə m
barat	b a r a t
figurina	f i ɡ u r i n a
devin	d e v i n
acid	a t͡ʃ i d
întâlnit	ɨ n t ɨ l n i t
călătoream	k ə l ə t o r j a m
injectez	i n ʒ e k t e z
sodomizam	s o d o m i z a m
simplifica	s i m p l i f i k a
glume	ɡ l u m e
zăpușise	z ə p u ʃ i s e
funcționez	f u n k t͡s i o n e z
estoniană	e s t o n i a n ə
Varujan	v a r u ʒ a n
pneumonoultramicroscopicsilicovolcaniconiozele	p n e u m o n o u l t r a m i k r o s k o p i k s i l i k o v o l k a n i k o n i o z e l e
numeam	n u m e̯ a m
augmentai	a u ɡ m e n t a j
tocai	t o k a j
azeri	a z e rʲ
jaleo	ʒ a l e̯ o
sprânceană	s p r ɨ n t ʃ e̯ a n ə
analizaserăm	a n a l i z a s e r ə m
îngeri	ɨ n d ʒ e rʲ
comuna	k o m u n a
năluciserăți	n ə l u t ʃ i s e r ə t͡sʲ
deranjasem	d e r a n ʒ a s e m
ejaculasem	e ʒ a k u l a s e m
distrează	d i s t r e̯ a z ə
tatuează	t a t u e̯ a z ə
clăditei	k l ə d i t e j
arme	a r m e
delimitezi	d e l i m i t e zʲ
vocală	v o k a l ə
ptru	ʙ̥ː u
recuperai	r e k u p e r a j
gravitai	ɡ r a v i t a j
balcanic	b a l k a n i k
torturau	t o r t u r a w
zăpușită	z ə p u ʃ i t ə
terminase	t e r m i n a s e
modificase	m o d i f i k a s e
spumai	s p u m a j
fumam	f u m a m
plantez	p l a n t e z
dictez	d i k t e z
hotele	h o t e l e
chitare	k i t a r e
delirară	d e l i r a r ə
plictisim	p l i k t i s i m
odată	o d a t ə
fumară	f u m a r ə
formaseși	f o r m a s e ʃʲ
funcționaseră	f u n k t͡s i o n a s e r ə
fapte	f a p t e
neprotejat	n e p r o t e ʒ a t
mănânci	m ə n ɨ n t͡ʃʲ
comun	k o m u n
fraza	f r a z a
îmbunătățiși	ɨ m b u n ə t ə t s i ʃʲ
iezi	j e zʲ
place	p l a t͡ʃ e
mulțumi	m u l t͡s u m i
misteriosului	m i s t e r i o s u l u j
lipseai	l i p s e̯ a j
delimitarăți	d e l i m i t a r ə t sʲ
conjugi	k o n ʒ u d͡ʒʲ
sângeraseră	s ɨ n d͡ʒ e r a s e r ə
fabrice	f a b r i t͡ʃ e
pornita	p o r n i t a
vergi	v e r d͡ʒʲ
analogie	a n a l o d͡ʒ i e
slobozi	s l o b o z i
sfârșirăți	s f ɨ r ʃ i r ə t͡sʲ
gândită	ɡ ɨ n d i t ə
nenorocitule	n e n o ɾ o t͡ʃ i t u l e
expediam	e k s p e d i a m
divinizase	d i v i n i z a s e
dușmăneam	d u ʃ m ə n j a m
pornografii	p o r n o ɡ r a f iː
sunau	s u n a w
visat	v i s a t
discutai	d i s k u t a j
delirez	d e l i r e z
găsit	ɡ ə s i t
gorila	ɡ o r i l a
estoniano	e s t o n i a n o
folosiși	f o l o s i ʃʲ
protestat	p r o t e s t a t
protejaseră	p r o t e ʒ a s e r ə
logat	l o ɡ a t
oprise	o p r i s e
soarte	s o̯ a r t e
seducție	s e d u k t͡s i e
vampir	v a m p i r
serbai	s e r b a j
răpii	r ə p iː
popularitate	p o p u l a r i t a t e
gravitație	ɡ ɾ a v i t a t͡s i e
albeam	a l b e̯ a m
iudaism	j u d a i s m
ignorase	i ɡ n o r a s e
designat	d e s i ɡ n a t
armez	a r m e z
delirași	d e l i r a ʃʲ
sperai	s p e r a j
mărturisita	m ə r t u r i s i t a
somași	s o m a ʃʲ
lubrifiant	l u b r i f i a n t
estimai	e s t i m a j
accelerarăm	a k t͡ʃ e l e r a r ə m
gravitași	ɡ r a v i t a ʃʲ
somaserăm	s o m a s e r ə m
penisurile	p e n i s u r i l e
celebrez	t͡ʃ e l e b r e z
fixam	f i k s a m
indignai	i n d i ɡ n a j
futuților	f u t u t͡s i l o r
brâncă	b r ɨ n k ə
călătorie	k ə l ə t o r i e
întâia	ɨ n t ɨ j a
simulez	s i m u l e z
păcat	p ə k a t
curam	k u r a m
avem	a v e m
poruncă	p o r u n k ə
ideologia	i d e o l o d͡ʒ i a
formula	f o r m u l a
prepoziție	p r e p o z i t͡s i e
astupe	a s t u p e
umani	u m a nʲ
strigai	s t r i ɡ a j
pământești	p ə m ɨ n t e ʃ tʲ
întâlniși	ɨ n t ɨ l n i ʃʲ
abandonași	a b a n d o n a ʃʲ
scoli	s k o lʲ
fabric	f a b r i k
balene	b a l e n e
anțărț	a n t s ə r t s
saturam	s a t u r a m
haltera	h a l t e r a
dimineții	d i m i n e t s iː
analizând	a n a l i z ɨ n d
gravita	ɡ r a v i t a
ejacula	e ʒ a k u l a
resurse	r e s u r s e
Ceaușescu	t͡ʃ e̯ a u ʃ e s k u
acceleraserăm	a k t͡ʃ e l e r a s e r ə m
ție	t s i e
organizase	o r ɡ a n i z a s e
necăjitul	n e k ə ʒ i t u
Cataloniei	k a t a l o n i e j
câștigat	k ɨ ʃ t i ɡ a t
mărturisirăm	m ə r t u r i s i r ə m
serilor	s e r i l o r
augmentase	a u ɡ m e n t a s e
umana	u m a n a
murmuram	m u r m u r a m
imputai	i m p u t a j
opriră	o p r i r ə
proteja	p r o t e ʒ a
găseau	ɡ ə s e̯ a w
boram	b o r a m
aventurai	a v e n t u r a j
stimularăți	s t i m u l a r ə t sʲ
copilului	k o p i l u l u j
oprite	o p r i t e
tentaseși	t e n t a s e ʃʲ
citiți	t͡ʃ i t i t͡sʲ
ceri	t ʃ e rʲ
nude	n u d e
acceleram	a k t͡ʃ e l e r a m
sexualei	s e k s u a l e j
valsam	v a l s a m
limitaseră	l i m i t a s e r ə
juisezi	ʒ u i s e zʲ
deranjă	d e r a n ʒ ə
masturbate	m a s t u r b a t e
cepe	t͡ʃ e p e
aveți	a v e t sʲ
bombe	b o m b e
perciunat	p e r t͡ʃ j u n a t
nor	n o r
anihilase	a n i h i l a s e
tem	t e m
anusurile	a n u s u r i l e
perineului	p e r i n e u l
geantă	d͡ʒ e̯ a n t ə
iubit	j u b i t
cenzurară	t͡ʃ e n z u r a r ə
franțuzește	f r a n t͡s u z e ʃ t e
testosteron	t e s t o s t e r o n
bulgar	b u l ɡ a r
potabili	p o t a b i lʲ
laptele	l a p t e l e
fluxuri	f l u k s u rʲ
iubisem	j u b i s e m
preludiu	p r e l u d j u
Madalina	m a d a l i n a
catule	k a t u l e
erotică	e r o t i k ə
ruinam	r u i n a m
păianjenului	p ə j a n ʒ e n u l u j
sugem	s u d͡ʒ e m
tentase	t e n t a s e
memorie	m e m o r i e
deranjarăți	d e r a n ʒ a r ə t sʲ
cingi	t͡ʃ i n d͡ʒʲ
biomasa	b i o m a s a
creasem	k r e a s e m
torturați	t o r t u r a t͡sʲ
faci	f a t͡ʃʲ
provoc	p r o v o k
chei	k e j
piure	p j u r e
imaginai	i m a d͡ʒ i n a j
oprești	o p r e ʃ tʲ
conspiram	k o n s p i r a m
gândite	ɡ ɨ n d i t e
rășină	r ə ʃ i n ə
mân	m ɨ n
iubirilor	j u b i r i l o r
focule	f o k u l e
analizași	a n a l i z a ʃʲ
blasfemam	b l a s f e m a m
drăgălaș	d r ə ɡ ə l a ʃ
răpit	r ə p i t
respir	r e s p i r
mâncaserăm	m ɨ n k a s e r ə m
comparat	k o m p a r a t
dușmănitele	d u ʃ m ə n i t e l e
formo	f o r m o
pornografului	p o r n o ɡ r a f u l u j
înzestram	ɨ n z e s t r a m
diminuai	d i m i n u a j
ejaculație	e ʒ a k u l a t͡s i e
analizaserăți	a n a l i z a s e r ə t sʲ
undam	u n d a m
homosexualul	h o m o s e k s u a l u
șoptise	ʃ o p t i s e
ejaculară	e ʒ a k u l a r ə
lacrimi	l a k r i mʲ
pliez	p l i e z
fugim	f u d͡ʒ i m
întâlnise	ɨ n t ɨ l n i s e
canicule	k a n i k u l e
degerat	d e d͡ʒ e r a t
burete	b u r e t e
nominalizase	n o m i n a l i z a s e
formeze	f o r m e z e
caraghios	k a r a ɡ j o s
sănătos	s ə n ə t o s
țară	t s a r ə
îmbunătățim	ɨ m b u n ə t ə t s i m
contase	k o n t a s e
limitați	l i m i t a t͡sʲ
pulilor	p u l i l o r
intimidam	i n t i m i d a m
oprit	o p r i t
delimităm	d e l i m i t ə m
vocale	v o k a l e
întărite	ɨ n t ə r i t e
meritat	m e r i t a t
somnifer	s o m n i f e ɾ
protestez	p r o t e s t e z
amu	a m u
inspirat	i n s p i r a t
perineul	p e r i n e u l
capsulase	k a p s u l a s e
cocori	k o k o rʲ
numiții	n u m i t͡s iː
melanj	m e l a n ʒ
fugii	f u d͡ʒ iː
clădească	k l ə d j a s k ə
mărturisească	m ə r t u r i s e̯ a s k ə
frec	f r e k
nălucesc	n ə l u t ʃ e s k
întrebare	ɨ n t r e b a r e
haina	h a j n a
indiscret	i n d i s k r e t
perseveram	p e r s e v e r a m
spovedi	s p o v e d i
zahărului	z a h ə r u l u j
misterioasa	m i s t e r i o̯ a s a
nălucească	n ə l u t ʃ e̯ a s k ə
băga	b ə ɡ a
fosa	f o s a
mulțumiserăți	m u l t͡s u m i s e r ə t͡sʲ
triste	t r i s t e
genetica	d͡ʒ e n e t i k a
lubrifiai	l u b r i f i a j
hămesi	h ə m e s i
Macedonia	m a t͡ʃ e d o n i a
absorbim	a b s o r b i m
animalitate	a n i m a l i t a t e
spectru	s p e k t r u
gravitară	ɡ r a v i t a r ə
apele	a p e l e
omniprezenți	o m n i p r e z e n t͡sʲ
întâlneai	ɨ n t ɨ l n e̯ a j
haos	h a o s
promisiuni	p r o m i s i u nʲ
opriții	o p r i t͡s iː
acumulai	a k u m u l a j
flaute	f l a u t e
întristați	ɨ n t r i s t a t͡sʲ
evoluție	e v o l u t͡s i e
deranjăm	d e r a n ʒ ə m
fundamentale	f u n d a m e n t a l e
martirizai	m a r t i r i z a j
Cosmin	k o s m i n
șantajul	ʃ a n t a ʒ u
primiți	p r i m i t͡sʲ
reformam	r e f o r m a m
caci	k a t͡ʃʲ
sfârșiseși	s f ɨ r ʃ i s e ʃʲ
tatuezi	t a t u e zʲ
pornim	p o r n i m
sexualelor	s e k s u a l e l o r
bombez	b o m b e z
misterioasei	m i s t e r i o̯ a s e j
gândiții	ɡ ɨ n d i t͡s iː
felațiile	f e l a t s iː l e
banda	b a n d a
futuse	f u t u s e
sexual	s e k s u a l
activam	a k t i v a m
veștejeam	v e ʃ t e ʒ e̯ a m
satisfac	s a t i s f a k
durase	d u r a s e
simulat	s i m u l a t
Coreea	k o r e j a
anonimi	a n o n i mʲ
culturii	k u l t u r iː
șoptiserăți	ʃ o p t i s e r ə t sʲ
fuseseră	f u s e s e r ə
literă	l i t e r ə
dacă	d a k ə
anatemele	a n a t e m e l e
ejaculare	e ʒ a k u l a r e
determinase	d e t e r m i n a s e
întristaseși	ɨ n t r i s t a s e ʃʲ
iluminam	i l u m i n a m
mii	m iː
sufletelor	s u f l e t e l o r
distilase	d i s t i l a s e
balcoane	b a l k o̯ a n e
deliruri	d e l i r u rʲ
pulsez	p u l s e z
împărătească	ɨ m p ə r ə t e̯ a s k ə
scade	s k a d e
lingurilor	l i ŋ ɡ u r i l o r
regulase	r e ɡ u l a s e
tentă	t e n t ə
aducător	a d u k ə t o r
funcționasem	f u n k t͡s i o n a s e m
pregătit	p r e ɡ ə t i t
apere	a p e r e
condensai	k o n d e n s a j
lingi	l i n d ʒʲ
observat	o b s e r v a t
misterioase	m i s t e r i o̯ a s e
alunga	a l u ŋ ɡ a
folosiserăți	f o l o s i s e r ə t sʲ
masturbase	m a s t u r b a s e
separase	s e p a r a s e
procedat	p r o t͡ʃ e d a t
bigo	b i ɡ o
violam	v i o l a m
esență	e s e n t s ə
mâncam	m ɨ n k a m
dominam	d o m i n a m
inspire	i n s p i r e
seduse	s e d u s e
adormim	a d o r m i m
nălucea	n ə l u t ʃ e̯ a
curso	k u r s o
sfârșisem	s f ɨ r ʃ i s e m
bucă	b u k ə
deranjează	d e r a n ʒ e̯ a z ə
gravită	ɡ r a v i t ə
mulțumeai	m u l t͡s u m e̯ a j
Sorin	s o r i n
formezi	f o r m e zʲ
iacule	j a k u l e
congelez	k o n d͡ʒ e l e z
calitate	k a l i t a t e
susur	s u s u r
Ștefănescu	ʃ t e f ə n e s k u
fumaserăm	f u m a s e r ə m
iau	j a w
Scurtești	s k u r t ɛ ʃ tʲ
vrei	v r e j
urâm	u r ɨ m
atacat	a t a k a t
răpiră	r ə p i r ə
ignorez	i ɡ n o r e z
deducem	d e d u t͡ʃ e m
Bogdan	b o ɡ d a n
trepidez	t r e p i d e z
puloși	p u l o ʃʲ
sfârșește	s f ɨ r ʃ e ʃ t e
consider	k o n s i d e r
hiperbola	h i p e r b o l a
baie	b a j e
LSD	e l e s d e
controlam	k o n t r o l a m
cercam	t͡ʃ e r k a m
jonco	ʒ o ŋ k o
iubim	j u b i m
ghiuj	ɡ j u ʒ
oblige	o b l i d͡ʒ e
grăbitei	ɡ r ə b i t e j
deformase	d e f o r m a s e
deliram	d e l i r a m
deranjaseși	d e r a n ʒ a s e ʃʲ
fumegam	f u m e ɡ a m
sfânta	s f ɨ n t a
penisul	p e n i s u
eroticului	e r o t i k u l u j
iluzii	i l u z iʲ
revino	r e v i n o
contesa	k o n t e s a
delirase	d e l i r a s e
salute	s a l u t e
atac	a t a k
spovedisem	s p o v e d i s e m
greva	ɡ r e v a
baco	b a k o
perfectaserăți	p e r f e k t a s e r ə t͡sʲ
larme	l a r m e
iluzoriilor	i l u z o r iː l o r
fundai	f u n d a j
Beniamin	b e n j a m i n
întristarăm	ɨ n t r i s t a r ə m
tatuarăm	t a t u a r ə m
homosexualilor	h o m o s e k s u a l i l o r
clădiserăți	k l ə d i s e r ə t sʲ
animai	a n i m a j
pălincă	p ə l i ŋ k ə
furio	f u r i o
aspiram	a s p i r a m
neomenește	n e o m e n e ʃ t e
funcționai	f u n k t͡s i o n a j
necăjii	n e k ə ʒ iː
contribuție	k o n t r i b u t͡s i e
gazam	ɡ a z a m
provocase	p r o v o k a s e
abdicase	a b d i k a s e
plictisitei	p l i k t i s i t e j
boiai	b o j a j
dumneavoastră	d u m n e̯ a v o̯ a s t r ə
macedonean	m a t͡ʃ e d o n e̯ a n
înzestrau	ɨ n z e s t r a w
punctam	p u n k t a m
rugase	r u ɡ a s e
găsiserăm	ɡ ə s i s e r ə m
veștejirăm	v e ʃ t e ʒ i r ə m
palatalizase	p a l a t a l i z a s e
abandonam	a b a n d o n a m
întristat	ɨ n t r i s t a t
studia	s t u d i a
folosim	f o l o s i m
clădit	k l ə d i t
țării	t͡s ə r i
eczema	e k z e m a
ocupam	o k u p a m
tentam	t e n t a m
mulțumitei	m u l t͡s u m i t e j
porniseși	p o r n i s e ʃʲ
veștejitei	v e ʃ t e ʒ i t e j
băiețelului	b ə j e t͡s e l u l u j
controlarăți	k o n t r o l a r ə t sʲ
creste	k r e s t e
torturează	t o r t u r e̯ a z ə
fabricat	f a b r i k a t
deschis	d e s k i s
orientezi	o r i e n t e zʲ
clădiți	k l ə d i t͡sʲ
acceptat	a k t͡ʃ e p t a t
harpă	h a r p ə
juisează	ʒ u i s e̯ a z ə
Bănescu	b ɘ n e s k u
forjam	f o r ʒ a m
astruc	a s t r u k
delirai	d e l i r a j
intimidez	i n t i m i d e z
alarmam	a l a r m a m
sufocat	s u f o k a t
macabrelor	m a k a b r e l o r
anateme	a n a t e m e
cetățene	t͡ʃ e t ə t͡s e n e
capro	k a p r o
primiserăm	p r i m i s e r ə m
anulase	a n u l a s e
scald	s k a l d
dușmăniseși	d u ʃ m ə n i s e ʃʲ
democratic	d e m o k r a t i k
vede	v e d e
înfiere	ɨ n f i e r e
necăjești	n e k ə ʒ e ʃ tʲ
sodomit	s o d o m i t
coloram	k o l o r a m
tari	t a rʲ
cocota	k o k o t a
grăbit	ɡ r ə b i t
folosea	f o l o s e̯ a
polonez	p o l o n e z
familii	f a m i l i j
gemem	d͡ʒ e m e m
pasase	p a s a s e
protejați	p r o t e ʒ a t͡sʲ
sângerară	s ɨ n d͡ʒ e r a r ə
consoană	k o n s w a n ə
clarificam	k l a r i f i k a m
gravitezi	ɡ r a v i t e zʲ
masturbați	m a s t u r b a t͡sʲ
grăbea	ɡ r ə b e̯ a
fracturam	f r a k t u r a m
asurziseră	a s u r z i s e r ə
orientase	o r i e n t a s e
somasem	s o m a s e m
prietenos	p r i e t e n o s
pion	p i o n
fosto	f o s t o
pornitului	p o r n i t u l u j
creaseși	k r e a s e ʃʲ
protejarăți	p r o t e ʒ a r ə t͡sʲ
abandonați	a b a n d o n a t sʲ
susurare	s u s u r a r e
fute	f u t e
dea	d e̯ a
abdici	a b d i t͡ʃʲ
cruste	k r u s t e
acumulat	a k u m u l a t
masturbaseși	m a s t u r b a s e ʃʲ
onorai	o n o r a j
pasat	p a s a t
cusu	k u s u
confundam	k o n f u n d a m
torturaserăți	t o r t u r a s e r ə t sʲ
urase	u r a s e
nălucim	n ə l u t ʃ i m
mărturisit	m ə r t u r i s i t
spovediră	s p o v e d i r ə
ejaculând	e ʒ a k u l ɨ n d
memorizam	m e m o r i z a m
publicitate	p u b l i t͡ʃ i t a t e
șantajatului	ʃ a n t a ʒ a t u l u j
ubicuei	u b i k u e j
implicai	i m p l i k a j
creangă	k r e̯ a ŋ ɡ ə
genetic	d͡ʒ e n e t i k
pilotat	p i l o t a a t
Franța	f r a n t͡s a
întristează	ɨ n t r i s t e̯ a z ə
erogen	e r o d͡ʒ e n
socializa	s o t͡ʃ i a l i z a
observam	o b s e r v a m
lucru	l u k r u
pese	p e s e
Lucian	l u t͡ʃ j a n
stimulară	s t i m u l a r ə
macabru	m a k a b r u
introduci	i n t r o d u t͡ʃʲ
făceau	f ə t͡ʃ e̯ a w
plictisita	p l i k t i s i t a
delimitai	d e l i m i t a j
șopteau	ʃ o p t j a w
protejam	p r o t e ʒ a m
cercai	t͡ʃ e r k a j
iubeai	j u b e̯ a j
ejaculă	e ʒ a k u l ə
probase	p r o b a s e
sunete	s u n e t e
agitai	a d͡ʒ i t a j
analizau	a n a l i z a w
gândise	ɡ ɨ n d i s e
veștejiseră	v e ʃ t e ʒ i s e r ə
pilotau	p i l o t a w
ipocrite	i p o k r i t e
deranjai	d e r a n ʒ a j
mulțumiți	m u l t͡s u m i t͡sʲ
bărbatul	b ə r b a t u
paradox	p a r a d o k s
întristase	ɨ n t r i s t a s e
tentând	t e n t ɨ n d
reduci	r e d u t͡ʃʲ
ubicuilor	u b i k u i l o r
pilotarăm	p i l o t a r ə m
damnai	d a m n a j
organizație	o r ɡ a n i z a t͡s i e
ancoram	a n k o r a m
agitam	a d͡ʒ i t a m
sacrificai	s a k r i f i k a j
funcționat	f u n k t͡s i o n a t
ajutor	a ʒ u t o r
inventase	i n v e n t a s e
vom	v o m
fuseserăți	f u s e s e r ə t͡sʲ
îmbunătățiserăți	ɨ m b u n ə t ə t s i s e r ə t sʲ
grenade	ɡ r e n a d e
baca	b a k a
sfârșitului	s f ɨ r ʃ i t u l u j
asurzească	a s u r z j a s k ə
agent	a d ʒ e n t
considerai	k o n s i d e r a j
creăm	k r e ə m
Păltineni	p ɘ l t i n ɛ nʲ
extern	e k s t e r n
formulo	f o r m u l o
castrez	k a s t r e z
frecai	f r e k a j
fibra	f i b r a
numirăm	n u m i r ə m
porneai	p o r n e̯ a j
intensificat	i n t e n s i f i k a t
îmbunătățeați	ɨ m b u n ə t ə t s e̯ a t sʲ
sângerăm	s ɨ n d͡ʒ e r ə m
lovim	l o v i m
româneștile	r o m ɨ n e ʃ t i l e
observase	o b s e r v a s e
husa	h u s a
avansat	a v a n s a t
mutai	m u t a j
mulțumeau	m u l t͡s u m e̯ a w
insistam	i n s i s t a m
baltic	b a l t i k
crearăm	k r e a r ə m
sacra	s a k r a
bombai	b o m b a j
ejacularăm	e ʒ a k u l a r ə m
îs	ɨ s
completat	k o m p l e t a t
luxez	l u k s e z
compuse	k o m p u s e
plictisiți	p l i k t i s i t͡sʲ
reducem	r e d u t͡ʃ e m
stimulaserăm	s t i m u l a s e r ə m
spermelor	s p e r m e l o r
cazi	k a zʲ
simpli	s i m p l i
vieți	v j e t sʲ
rozmarin	r o z m a r i n
stinse	s t i n s e
prezervativului	p r e z e r v a t i v u l u j
bucule	b u k u l e
